country_name,country_code,region,income_group,year,cpi,int_rate,gdp_ growth_rate,gdp,exchange_rate,unemployment_rate
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,Low income,2018,0,0,2.054315073,7710498420.37,0,18.738
Serbia,SRB,Europe & Central Asia,Upper middle income,2018,1.959840763,0,4.649350355,45555064902.58,100.175075,12.733
Sub-Saharan Africa (excluding high income),SSA,Combined,Not classified,2018,4.092978193,0,2.584185215,1703984909584.47,0,6.511441627
South Sudan,SSD,Sub-Saharan Africa,Low income,2018,83.50152949,-27.28786833,0,0.00,141.3858333,12.952
Sub-Saharan Africa,SSF,Combined,Not classified,2018,4.092978193,0,2.774838975,1788508554337.83,0,6.106327975
Small states,SST,Combined,Not classified,2018,2.109704641,0,3.39672635,209143222329.12,0,8.035003552
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2018,7.868596289,10.05691942,4.378128083,297171520.83,20.75085924,8.714
Suriname,SUR,Latin America & Caribbean,Upper middle income,2018,0,8.175726532,4.948271085,5195768566.27,7.462511198,7.693
Slovak Republic,SVK,Europe & Central Asia,High income,2018,2.514037129,0,4.062119819,97328432250.49,0.846772667,6.544
Slovenia,SVN,Europe & Central Asia,High income,2018,1.73860862,0,4.379083473,48309217703.41,0.846772667,5.108
Sweden,SWE,Europe & Central Asia,High income,2018,1.953535301,0,1.902964573,532808626903.28,8.692518333,6.365
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2018,4.815061675,7.002039245,0.256586002,4162339321.78,13.23392647,26.369
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2018,0,0,-6.856982992,1232967219.66,1.79,0
Seychelles,SYC,Sub-Saharan Africa,High income,2018,3.702918391,8.566122627,4.939472723,1802500555.76,13.91111667,0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2018,0.940983844,0,1.393176078,15513754781.30,436.5,13.497
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2018,0,0,91.13703887,1883121305.86,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2018,4.274621986,0,5.741115808,14519374209.21,555.4464584,1.135
East Asia & Pacific (IDA & IBRD countries),TEA,Combined,Not classified,2018,2.917409785,0,6.537036066,16379062614033.70,0,3.81853389
Europe & Central Asia (IDA & IBRD countries),TEC,Combined,Not classified,2018,2.611223783,0,3.732052017,4003019269839.33,0,6.68712191
Togo,TGO,Sub-Saharan Africa,Low income,2018,0.927755426,0,4.79506027,6537595250.07,555.4464584,2.898
Thailand,THA,East Asia & Pacific,Upper middle income,2018,1.063897542,2.679797289,4.222870287,450682801200.34,32.31022574,0.765
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2018,0,24.09604074,7.59999889,10189670046.83,9.151216667,11.437
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2018,0,0,6.199999941,43000964982.76,0,4.044
Latin America & the Caribbean (IDA & IBRD countries),TLA,Combined,Not classified,2018,2.324144854,0,1.676508705,5370476687786.55,0,8.033247205
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2018,2.63647201,15.56295861,0.000114755,1586017920.30,1,3.778
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Combined,Not classified,2018,4.462311085,0,2.564691124,1976565221287.19,0,9.18412652
Tonga,TON,East Asia & Pacific,Upper middle income,2018,5.03209692,2.954877709,0.687546507,484641421.28,2.236571476,2.248
South Asia (IDA & IBRD),TSA,Combined,Not classified,2018,3.331395164,0,6.393666325,2961759850919.89,0,7.277323619
Sub-Saharan Africa (IDA & IBRD countries),TSS,Combined,Not classified,2018,4.092978193,0,2.774838975,1788508554337.83,0,6.106327975
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2018,1.018569302,7.972296656,-0.985525083,23423221520.47,6.770750898,3.498
Tunisia,TUN,Middle East & North Africa,Lower middle income,2018,7.30759176,0,2.624930109,48569264671.68,2.646866667,15.459
Turkiye,TUR,Europe & Central Asia,Upper middle income,2018,16.3324639,0,3.013170393,988958576886.06,4.828370147,10.956
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2018,0,0,1.387283842,40400752.57,0,0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2018,3.494458489,13.94857766,5.468081815,57054358529.89,2263.781667,2.393
Uganda,UGA,Sub-Saharan Africa,Low income,2018,2.61601191,14.74786881,6.303923783,37204541496.70,3727.068995,3.25
Ukraine,UKR,Europe & Central Asia,Upper middle income,2018,10.95185594,3.125121817,3.48836234,98783535744.14,27.20049233,8.799
Upper middle income,UMC,Combined,Not classified,2018,3.045053973,0,4.935786497,23100008644449.30,0,5.962354785
Uruguay,URY,Latin America & Caribbean,High income,2018,7.606533604,4.348315177,0.164777609,59774159517.76,30.72525833,8.336
United States,USA,North America,High income,2018,2.442583297,2.554749874,2.966505069,19651869117582.50,1,3.896
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2018,17.52417965,-4.699302532,5.559195729,100622047495.60,8069.606237,5.389
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2018,2.324144854,6.831386662,3.175611442,857424342.54,2.7,18.984
"Venezuela, RB",VEN,Latin America & Caribbean,Not classified,2018,0,0,0,0.00,0,5.46
British Virgin Islands,VGB,Latin America & Caribbean,High income,2018,0,0,0,0.00,0,0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2018,0,0,1.878306878,3763664087.51,1,12.407
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2018,3.539628059,3.614155043,7.465006856,293358610036.84,22602.05,1.161
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2018,2.330963796,6.7571157,2.900230273,844553132.87,110.165,5.326
World,WLD,Combined,Not classified,2018,2.449890828,0,3.296091281,83200558293425.20,0,5.768459788
Samoa,WSM,East Asia & Pacific,Upper middle income,2018,4.197458887,7.767265148,-0.609647103,896962897.99,2.587279951,8.639
Kosovo,XKX,Europe & Central Asia,Upper middle income,2018,1.053797737,5.07900884,3.406632271,7204735953.90,0.846772667,0
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2018,0,0,0.752447592,36789138483.61,214.89,17.584
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2018,4.509872649,5.856183555,1.556783847,358551560868.53,13.23392647,26.906
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2018,7.494571927,2.21586529,4.034493897,23747586257.25,10.45833333,5.033
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2018,10.61886587,3.454824499,5.009921382,22121615842.42,0,6.793
Aruba,ABW,Latin America & Caribbean,High income,2019,4.257462043,-0.299777808,-2.232442027,3229876351.25,1.79,0
Africa Eastern and Southern,AFE,Combined,Not classified,2019,4.644967173,0,2.200340433,989211118718.63,0,7.584418799
Afghanistan,AFG,Middle East & North Africa,Low income,2019,2.302372515,0,3.911603416,21118473702.35,77.73794918,11.185
Africa Western and Central,AFW,Combined,Not classified,2019,1.983092285,0,3.282162998,847528092552.95,0,4.395271211
Angola,AGO,Sub-Saharan Africa,Lower middle income,2019,17.08095414,0.090918791,-0.702272958,86262880684.95,364.825805,16.497
Albania,ALB,Europe & Central Asia,Upper middle income,2019,1.41109079,5.222938043,2.062577902,13025007474.89,109.8508333,11.466
Andorra,AND,Europe & Central Asia,High income,2019,0,0,2.015547638,3008967036.98,0,0
Arab World,ARB,Combined,Not classified,2019,1.091848027,0,1.726916137,2821809796874.48,0,10.21609802
United Arab Emirates,ARE,Middle East & North Africa,High income,2019,-1.931081148,0,1.108348135,403336245504.46,3.6725,2.331
Argentina,ARG,Latin America & Caribbean,Upper middle income,2019,53.54830435,12.10396965,-2.000861003,571450737224.44,48.14789167,9.843
Armenia,ARM,Europe & Central Asia,Upper middle income,2019,1.443446608,10.95957856,7.599999999,12867495497.65,480.4451288,18.304
American Samoa,ASM,East Asia & Pacific,High income,2019,0,0,-0.487804878,628818320.61,1,0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2019,1.431355982,7.843124716,3.172221937,1692541753.29,2.7,0
Australia,AUS,East Asia & Pacific,High income,2019,1.610767873,1.578066835,2.171545057,1492847874023.89,1.438506544,5.159
Austria,AUT,Europe & Central Asia,High income,2019,1.530895642,0,1.754976196,413365268699.05,0.893276257,4.56
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2019,2.610571828,17.5417499,2.479808934,53599371992.66,1.7,5
Burundi,BDI,Sub-Saharan Africa,Low income,2019,-0.686772171,13.56590239,1.812565324,3207836406.88,1845.622891,1.043
Belgium,BEL,Europe & Central Asia,High income,2019,1.43681957,0,2.442890045,494099718080.57,0.893276257,5.364
Benin,BEN,Sub-Saharan Africa,Lower middle income,2019,0.732849371,7.114169778,6.865686628,14179807374.68,585.9508138,1.214
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2019,-3.23338934,6.143920617,5.889204971,15030172259.38,585.9110132,4.71
Bangladesh,BGD,South Asia,Lower middle income,2019,5.591996399,5.689563715,7.881915151,257958323968.61,84.4535225,4.441
Bulgaria,BGR,Europe & Central Asia,High income,2019,3.103729448,-0.652136208,3.788850365,57196630543.61,1.747041667,4.23
Bahrain,BHR,Middle East & North Africa,High income,2019,1.005820047,0,2.052877744,36906448210.91,0.376,1.223
"Bahamas, The",BHS,Latin America & Caribbean,High income,2019,2.491235274,-0.189161332,-0.839051301,12281371357.68,1,9.336
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2019,0.562782154,0.796048107,2.887343344,18679105433.99,1.747086461,15.692
Belarus,BLR,Europe & Central Asia,Upper middle income,2019,5.59815595,0.41108548,1.446455477,59040547744.60,2.091783333,4.165
Belize,BLZ,Latin America & Caribbean,Upper middle income,2019,0.187069385,9.195337437,4.267636896,2271360752.36,2,9.053
Bermuda,BMU,North America,High income,2019,0,0,0.307106461,6840850356.58,1,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2019,1.83954505,9.155986266,2.21670564,38193230080.25,6.91,3.682
Brazil,BRA,Latin America & Caribbean,Upper middle income,2019,3.732976212,31.90307276,1.220777824,1819683217699.38,3.944471097,11.936
Barbados,BRB,Latin America & Caribbean,High income,2019,4.100289645,5.77949883,0.652585418,5361210776.87,2,8.412
Brunei Darussalam,BRN,East Asia & Pacific,High income,2019,-0.390522069,9.138376223,3.868844164,13278735782.13,1.364218514,6.6
Bhutan,BTN,South Asia,Lower middle income,2019,2.726430374,10.56367182,5.755148512,2651940022.26,70.42034054,2.72
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,2.772864429,5.858069972,3.031773371,16212015760.90,10.75586667,20.094
Central African Republic,CAF,Sub-Saharan Africa,Low income,2019,2.685373553,0,3.1,1986909345.61,585.9110132,5.607
Canada,CAN,North America,High income,2019,1.949269024,0,1.908431946,1696605090551.84,1.326793363,5.69
Central Europe and the Baltics,CEB,Combined,Not classified,2019,2.664561334,0,4.026711247,1531945519358.06,0,3.770153482
Switzerland,CHE,Europe & Central Asia,High income,2019,0.36288618,2.739664579,1.14198219,747109782755.79,0.993709167,4.394
Channel Islands,CHI,Europe & Central Asia,High income,2019,0,0,1.573355962,10700107561.57,0.78344511,6.408
Chile,CHL,Latin America & Caribbean,High income,2019,2.557544757,0,0.634367534,261676645417.28,702.8974226,7.493
China,CHN,East Asia & Pacific,Upper middle income,2019,2.899234164,2.995092852,6.068502351,14579283528148.40,6.90838501,4.56
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2019,-1.10686344,0,6.721371676,59010785540.99,585.9110132,2.401
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2019,2.452802141,0,3.475059982,37502066832.74,585.9110132,3.622
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2019,0,19.68020037,4.384528874,44487659679.02,1647.760127,4.591
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2019,2.206073058,0,1.12447392,10590275024.74,585.9110132,20.392
Colombia,COL,Latin America & Caribbean,Upper middle income,2019,3.523019327,7.467547257,3.186855392,321405606655.84,3281.622194,10.28
Comoros,COM,Sub-Saharan Africa,Lower middle income,2019,0,7.98328228,3.628770244,1130604685.41,439.4631103,3.934
Cabo Verde,CPV,Sub-Saharan Africa,Upper middle income,2019,1.106666743,8.387679996,6.947826341,2116002110.93,98.49517859,12.128
Costa Rica,CRI,Latin America & Caribbean,High income,2019,2.096046353,6.024715568,2.417511818,64382494195.84,587.2945957,10.807
Caribbean small states,CSS,Combined,Not classified,2019,1.00054293,0,0.919134168,61072798241.08,0,8.162114305
Cuba,CUB,Latin America & Caribbean,Upper middle income,2019,0,0,-0.163087224,91020354637.15,0,1.705
Curacao,CUW,Latin America & Caribbean,High income,2019,2.622207834,0,-3.206131719,2830872612.12,1.79,0
Cayman Islands,CYM,Latin America & Caribbean,High income,2019,0,0,3.915635342,5434269977.08,0.83333,0
Cyprus,CYP,Europe & Central Asia,High income,2019,0.250370997,0,5.875595834,25246562822.68,0.893276257,7.155
Czechia,CZE,Europe & Central Asia,High income,2019,2.847875959,-0.149541357,3.565776581,217279912681.73,22.93225,2.015
Germany,DEU,Europe & Central Asia,High income,2019,1.445659769,0,0.98789335,3673343090742.63,0.893276257,3.163
Djibouti,DJI,Middle East & North Africa,Lower middle income,2019,3.319253727,0,5.545080812,3028726927.18,177.721,26.256
Dominica,DMA,Latin America & Caribbean,Upper middle income,2019,1.504623539,9.007004798,3.948097579,585432211.24,2.7,0
Denmark,DNK,Europe & Central Asia,High income,2019,0.758131573,0,1.711400939,332088518944.15,6.669446615,5.018
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,1.81060377,8.582728203,4.894030115,88427452425.89,51.29485833,6.356
Algeria,DZA,Middle East & North Africa,Upper middle income,2019,1.951768211,7.054714548,0.899999999,202300870247.92,119.3535583,12.259
East Asia & Pacific (excluding high income),EAP,Combined,Not classified,2019,1.942575008,0,5.885793589,17364521775909.60,0,3.893305531
Early-demographic dividend,EAR,Combined,Not classified,2019,2.762520194,0,2.387191247,11932031290613.30,0,6.334711304
East Asia & Pacific,EAS,Combined,Not classified,2019,1.703978632,0,4.043729245,26630793196750.40,0,3.814721
Europe & Central Asia (excluding high income),ECA,Combined,Not classified,2019,2.643281927,0,2.306489344,1738238409533.02,0,9.164450303
Europe & Central Asia,ECS,Combined,Not classified,2019,1.763735865,0,1.85681538,22440577561364.90,0,6.645073581
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2019,0.266012515,0,0.165404465,103544017315.44,1,3.812
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2019,9.152799593,2.199095786,5.552093072,398080548973.05,16.77058184,7.851
Euro area,EMU,Combined,Not classified,2019,1.441239669,0,1.627560572,12780480198723.90,0.893276257,7.519361423
Eritrea,ERI,Sub-Saharan Africa,Low income,2019,0,0,0,0.00,15.075,5.552
Spain,ESP,Europe & Central Asia,High income,2019,0.699518994,0,1.961178508,1333521400432.69,0.893276257,14.104
Estonia,EST,Europe & Central Asia,High income,2019,2.277259312,0,3.726649435,27307395871.07,0.893276257,4.514
Ethiopia,ETH,Sub-Saharan Africa,Not classified,2019,15.80963217,0,8.364085733,89640011617.72,29.06975,2.917
European Union,EUU,Combined,Not classified,2019,1.630522608,0,1.877158567,14877892247998.50,0,6.688575564
Fragile and conflict affected situations,FCS,Combined,Not classified,2019,2.377587328,0,2.313661241,1781637138348.42,0,5.879107366
Finland,FIN,Europe & Central Asia,High income,2019,1.02409393,0,1.349738457,253433824168.60,0.893276257,6.695
Fiji,FJI,East Asia & Pacific,Upper middle income,2019,1.773101825,4.411148975,-0.581946709,5215934671.18,2.160393115,4.373
France,FRA,Europe & Central Asia,High income,2019,1.108254923,0,2.027446464,2608036638906.12,0.893276257,8.415
Faroe Islands,FRO,Europe & Central Asia,High income,2019,0,0,4.538510287,2901879820.04,6.669446615,0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2019,1.923851708,18.77563452,4.081632653,333726825.08,1,0
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2019,2.464567562,0,3.920808795,15460241661.13,585.9110132,20.358
United Kingdom,GBR,Europe & Central Asia,High income,2019,1.738104601,0,1.62447518,3156963552417.56,0.78344511,3.613
Georgia,GEO,Europe & Central Asia,Upper middle income,2019,4.852898217,6.558656698,5.380719266,18510819818.50,2.818145,11.565
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2019,7.143640033,0,6.507774794,62503939826.86,5.217366667,3.16
Gibraltar,GIB,Europe & Central Asia,High income,2019,0,0,0,0.00,0.78344511,0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2019,9.470010393,0,5.616914469,12075307751.68,9183.875864,5.018
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2019,7.115676256,20.46808658,6.22205316,1677527292.27,50.06246137,4.538
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2019,0.246600268,0,5.565745336,1392924525.83,585.9110132,2.413
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2019,1.53027529,0,-5.481825379,10051326714.93,585.9110132,8.064
Greece,GRC,Europe & Central Asia,High income,2019,0.253007522,0,2.277180653,206033167050.90,0.893276257,17.045
Grenada,GRD,Latin America & Caribbean,Upper middle income,2019,0.598149765,4.106838563,0.676511739,1134939081.03,2.7,0
Greenland,GRL,Europe & Central Asia,High income,2019,0,0,2.832177568,2708402650.63,6.669446615,0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2019,3.69998398,8.859152322,4.017897934,70794725915.28,7.696698333,2.193
Guam,GUM,East Asia & Pacific,High income,2019,0,0,2.523602033,5959409099.18,1,5.401
Guyana,GUY,Latin America & Caribbean,High income,2019,2.087230892,7.301759351,5.352840035,5071030135.73,208.5,13.172
High income,HIC,Combined,Not classified,2019,1.615199887,0,1.913669413,54382479228802.60,0,4.763018043
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2019,2.883208538,2.997940617,-1.672395165,331813870172.85,7.835916667,2.917
Honduras,HND,Latin America & Caribbean,Lower middle income,2019,4.365871598,13.52611851,2.559634346,24338200129.37,24.50853891,5.698
Heavily indebted poor countries (HIPC),HPC,Combined,Not classified,2019,2.802703079,0,4.467945975,806474082221.82,0,4.358911386
Croatia,HRV,Europe & Central Asia,High income,2019,0.771820346,0,3.100439114,57823926882.86,6.622545167,6.617
Haiti,HTI,Latin America & Caribbean,Lower middle income,2019,18.70378257,-4.740152624,-1.723096998,15485274058.24,88.81496618,14.057
Hungary,HUN,Europe & Central Asia,High income,2019,3.338586354,-2.826176376,5.077184951,148241697677.30,290.66,3.419
IBRD only,IBD,Combined,Not classified,2019,2.584058293,0,4.038930981,31309476640443.90,0,6.080765594
IDA & IBRD total,IBT,Combined,Not classified,2019,2.685373553,0,4.036007543,33834794299488.20,0,5.783017561
IDA total,IDA,Combined,Not classified,2019,2.726430374,0,4.000133396,2524615504255.20,0,4.782675381
IDA blend,IDB,Combined,Not classified,2019,1.989587441,0,3.020933527,1242657423053.11,0,5.077267315
Indonesia,IDN,East Asia & Pacific,Upper middle income,2019,3.030584609,8.629404787,5.01928768,1049330233997.45,14147.67136,3.59
IDA only,IDX,Combined,Not classified,2019,2.867588034,0,4.967246492,1281958081202.09,0,4.61871805
Isle of Man,IMN,Europe & Central Asia,High income,2019,0,0,0.254877847,7985161906.36,0.78344511,0
India,IND,South Asia,Lower middle income,2019,3.729505735,6.894875427,3.871436941,2689205295885.31,70.42034054,6.51
Ireland,IRL,Europe & Central Asia,High income,2019,0.937842961,0,5.040549962,380522433254.10,0.893276257,4.95
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2019,39.90734557,0,-3.070587985,435344072056.54,42000,10.74
Iraq,IRQ,Middle East & North Africa,Upper middle income,2019,-0.19896538,0,5.513790575,201765390224.40,1182,14.109
Iceland,ISL,Europe & Central Asia,High income,2019,3.013971792,2.386847749,1.861177946,20729999825.04,122.6067736,3.507
Israel,ISR,Middle East & North Africa,High income,2019,0.81764594,1.586749365,3.710496328,356792803355.85,3.564527347,3.731
Italy,ITA,Europe & Central Asia,High income,2019,0.611246944,1.539375726,0.429162534,1922107755078.16,0.893276257,9.951
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2019,3.905100009,9.513194467,0.892291654,14934129304.14,133.3121183,4.987
Jordan,JOR,Middle East & North Africa,Lower middle income,2019,0.761514047,7.755163184,1.751240779,41823826702.48,0.71,16.801
Japan,JPN,East Asia & Pacific,High income,2019,0.468776159,0,-0.402169201,4564332550096.38,109.0096659,2.351
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2019,5.333560989,0,4.500000001,211106940610.61,382.7473106,4.8
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2019,5.239637958,7.83110075,5.114158858,84264984851.35,101.9912984,5.014
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2019,1.133622577,8.364750006,4.600625657,7920623120.27,69.78934918,4.295
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,1.942575008,0,7.936950136,33099747942.81,4061.148963,0.119
Kiribati,KIR,East Asia & Pacific,Lower middle income,2019,-1.813079953,0,3.264287565,227422300.15,1.438506544,0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2019,-0.329562064,8.555184208,2.938246581,1046924638.78,2.7,0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2019,0.383000304,4.321429493,2.24397786,1638146960195.06,1165.3575,3.746
Kuwait,KWT,Middle East & North Africa,High income,2019,1.091848027,4.926987765,2.263816906,118077765457.42,0.303611163,2.251
Latin America & Caribbean (excluding high income),LAC,Combined,Not classified,2019,2.504609595,0,0.600027444,4743615766088.09,0,8.090688681
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2019,3.322558813,0,5.457735092,18491844275.71,8679.409093,2.537
Lebanon,LBN,Middle East & North Africa,Lower middle income,2019,3.005389494,6.166022462,-6.914924729,46727888410.68,1507.5,11.301
Liberia,LBR,Sub-Saharan Africa,Low income,2019,26.96627602,0,-2.467297635,3211334057.93,186.4297446,3.068
Libya,LBY,Middle East & North Africa,Upper middle income,2019,-2.162178835,0,-11.19608289,60949510655.87,1.398262897,19.05
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2019,0.539087559,5.212510237,-0.700322396,1974662679.79,2.7,15.613
Latin America & Caribbean,LCN,Combined,Not classified,2019,2.371678594,0,0.682798838,5629536180649.08,0,8.000433575
Least developed countries: UN classification,LDC,Combined,Not classified,2019,3.32090627,0,5.101977814,1114635778028.81,0,4.886146554
Low income,LIC,Combined,Not classified,2019,2.835145557,0,3.455661893,391986214253.07,0,5.525978679
Liechtenstein,LIE,Europe & Central Asia,High income,2019,0,0,0,0.00,0,0
Sri Lanka,LKA,South Asia,Lower middle income,2019,3.528393582,7.098875135,-0.220483887,97149412680.29,178.744925,4.67
Lower middle income,LMC,Combined,Not classified,2019,3.393419696,0,4.070698133,6234996041013.08,0,5.631349755
Low & middle income,LMY,Combined,Not classified,2019,2.757097276,0,4.136591408,30689199023856.60,0,5.860904625
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2019,5.187083592,7.490316022,-1.417993831,2299976266.27,14.44842705,16.876
Late-demographic dividend,LTE,Combined,Not classified,2019,2.161762581,0,4.745541394,22818405877222.70,0,5.185184721
Lithuania,LTU,Europe & Central Asia,High income,2019,2.33450938,0,4.677351835,49002127329.26,0.893276257,6.255
Luxembourg,LUX,Europe & Central Asia,High income,2019,1.743320757,0,2.749319291,66707126419.27,0.893276257,5.592
Latvia,LVA,Europe & Central Asia,High income,2019,2.811409201,0,0.675372772,29335802338.53,0.893276257,6.312
"Macao SAR, China",MAC,East Asia & Pacific,High income,2019,2.751930811,2.883843273,-2.56341515,50961553655.62,8.070470333,1.749
St. Martin (French part),MAF,Latin America & Caribbean,High income,2019,0,0,6.500003637,0.00,0.893276257,0
Morocco,MAR,Middle East & North Africa,Lower middle income,2019,0.303386037,0,2.890974761,123651944968.71,9.6170761,9.194
Monaco,MCO,Europe & Central Asia,High income,2019,0,0,7.12088952,7072373236.61,0.893276257,0
Moldova,MDA,Europe & Central Asia,Upper middle income,2019,4.837783514,2.75105923,3.552314085,9161406662.07,17.57346887,1.466
Madagascar,MDG,Sub-Saharan Africa,Low income,2019,5.610514415,39.87708944,4.411232129,13186360203.14,3618.321858,2.469
Maldives,MDV,South Asia,Upper middle income,2019,0.220029731,12.60744741,6.923059808,5460112146.92,15.38204192,4.562
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Combined,Not classified,2019,1.336015681,0,1.486010942,3945641478438.20,0,8.334642438
Mexico,MEX,Latin America & Caribbean,Upper middle income,2019,3.635961421,3.939987948,-0.392690505,1277682077998.64,19.26363333,3.477
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2019,0,0,10.45211473,227200000.00,1,0
Middle income,MIC,Combined,Not classified,2019,2.726430374,0,4.145015186,30296955972479.50,0,5.886047408
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2019,0.766439573,4.700387849,3.910419538,11185494933.69,54.9472,17.414
Mali,MLI,Sub-Saharan Africa,Low income,2019,-1.658266948,0,4.999999117,19167003985.77,585.9110132,3.29
Malta,MLT,Middle East & North Africa,High income,2019,1.642060018,0,4.084706028,14876818842.78,0.893276257,3.616
Myanmar,MMR,East Asia & Pacific,Lower middle income,2019,8.825066968,10.03298494,6.579110068,75854734833.60,1518.255117,0.407
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Combined,Not classified,2019,2.653881005,0,1.219077449,2016467655735.45,0,9.068633589
Montenegro,MNE,Europe & Central Asia,Upper middle income,2019,0.361563705,4.070538963,4.062944992,4779777587.72,0.893215581,15.128
Mongolia,MNG,East Asia & Pacific,Upper middle income,2019,7.301069536,6.387440868,5.602244221,14174566537.46,2663.541398,9.269
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2019,0,0,-11.4474929,1032436363.64,1,0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2019,2.802703079,13.64253842,2.317813948,18442825951.88,62.54833333,3.646
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2019,2.300092621,0,3.141004893,7171275534.84,36.69083333,10.416
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2019,0.40565519,8.95757108,2.891284993,13871328044.46,35.47351667,6.331
Malawi,MWI,Sub-Saharan Africa,Low income,2019,9.370836056,16.6583028,5.716825192,10842133933.72,745.5406679,4.966
Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,0.662891866,4.801617186,4.413187421,364602265936.14,4.142469736,3.26
North America,NAC,Combined,Not classified,2019,1.88073955,0,2.530365863,21863085030606.60,0,3.890566885
Namibia,NAM,Sub-Saharan Africa,Lower middle income,2019,3.722394144,8.867377565,-0.839152163,11246291861.59,14.44869042,19.921
New Caledonia,NCL,East Asia & Pacific,High income,2019,0,0,-1.400000002,0.00,106.5889338,10.88
Niger,NER,Sub-Saharan Africa,Low income,2019,-2.489792651,0,5.939852571,12212475570.64,585.9110132,0.531
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2019,11.39642234,4.522188495,2.208429277,509371727735.74,306.9209515,5.206
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2019,5.376289908,6.700362863,-2.896869867,13096437236.41,33.12174527,5.472
Netherlands,NLD,Europe & Central Asia,High income,2019,2.633699102,0,2.300091579,854304699526.72,0.893276257,3.379
Norway,NOR,Europe & Central Asia,High income,2019,2.167730033,3.805139126,1.12374695,410249333418.70,8.8,3.684
Nepal,NPL,South Asia,Lower middle income,2019,5.568685478,0,6.657055431,30605298792.54,112.6094828,10.389
Nauru,NRU,East Asia & Pacific,High income,2019,0,0,8.486736592,88701305.32,1.438506544,0
